name,type,facility_weight,lat,lon,h3_index,ADM_NM,GU_NM,zone,composite_v3,Ds_v3,Ra,dist_to_grid_m,vtp_score,dist_to_hub_m,near_hub
nan,공원,0.7,37.438484,127.148409,8930e15254bffff,중앙동,중원구,일반,0.0785,0.1068,0.5234,87.0,0.3249,3168.0,False
nan,공원,0.7,37.437371,127.149027,8930e15254bffff,중앙동,중원구,일반,0.0785,0.1068,0.5234,64.0,0.3249,3139.0,False
박석어린이공원,공원,0.7,37.443951,127.162247,8930e152193ffff,금광1동,중원구,일반,0.073,0.1143,0.4868,77.0,0.3248,1896.0,False
단대공원,공원,0.7,37.454332,127.155961,8930e1525a3ffff,단대동,수정구,일반,0.0853,0.0914,0.5689,21.0,0.3239,1914.0,False
황송공원,공원,0.7,37.444578,127.174312,8930e1521b7ffff,금광1동,중원구,일반,0.0703,0.1143,0.4684,93.0,0.3239,838.0,True
금광소공원,공원,0.7,37.44383,127.158345,8930e152577ffff,중앙동,중원구,일반,0.0732,0.1068,0.4878,77.0,0.3233,2240.0,False
푸른어린이공원,공원,0.7,37.36838,127.125054,8930e153287ffff,수내3동,분당구,일반,0.0853,0.081,0.5685,26.0,0.3218,1814.0,False
nan,공원,0.7,37.368765,127.123677,8930e153287ffff,수내3동,분당구,일반,0.0853,0.081,0.5685,122.0,0.3218,1743.0,False
nan,공원,0.7,37.438723,127.147522,8930e15255bffff,중앙동,중원구,일반,0.0671,0.1068,0.4471,132.0,0.3215,3240.0,False
nan,공원,0.7,37.438566,127.146706,8930e15255bffff,중앙동,중원구,일반,0.0671,0.1068,0.4471,125.0,0.3215,3314.0,False
이매길어린이공원,공원,0.7,37.393153,127.121933,8930e153427ffff,이매2동,분당구,일반,0.102,0.0422,0.68,127.0,0.319,965.0,True
아름어린이공원,공원,0.7,37.402527,127.122969,8930e1535d7ffff,이매2동,분당구,일반,0.0999,0.0422,0.6662,46.0,0.3184,969.0,True
수내 어린이 공원,공원,0.7,37.364661,127.128237,8930e1532abffff,수내3동,분당구,일반,0.0733,0.081,0.4884,139.0,0.3182,1469.0,True
놀이터,공원,0.7,37.405183,127.119754,8930e1c9b6fffff,이매2동,분당구,일반,0.0944,0.0422,0.629,80.0,0.3167,741.0,True
중앙공원,공원,0.7,37.376881,127.124193,8930e153057ffff,수내2동,분당구,일반,0.0976,0.0328,0.6507,124.0,0.3158,1012.0,True
매송어린이공원,공원,0.7,37.397618,127.122954,8930e1535cbffff,이매2동,분당구,일반,0.0909,0.0422,0.6061,97.0,0.3157,1040.0,True
nan,공원,0.7,37.372195,127.121557,8930e15305bffff,수내2동,분당구,일반,0.0968,0.0328,0.6453,114.0,0.3156,1422.0,True
내정어린이공원,공원,0.7,37.372043,127.121429,8930e15305bffff,수내2동,분당구,일반,0.0968,0.0328,0.6453,134.0,0.3156,1436.0,True
nan,공원,0.7,37.465279,127.163803,8930e1cd62fffff,양지동,수정구,일반,0.0725,0.0625,0.4833,106.0,0.3143,1800.0,False
양지체육공원,공원,0.7,37.460583,127.161469,8930e1cd66fffff,양지동,수정구,일반,0.0728,0.0625,0.4851,150.0,0.3143,1793.0,False
신구대현장,학교,0.6,37.449937,127.167305,8930e1cd253ffff,금광2동,중원구,일반,0.0809,0.2496,0.5396,125.0,0.3142,1614.0,False
성남신기초등학교,학교,0.6,37.3667,127.110499,8930e153647ffff,정자동,분당구,일반,0.1163,0.1949,0.775,146.0,0.3139,889.0,True
nan,학교,0.6,37.405889,127.145496,8930e15221bffff,야탑3동,분당구,일반,0.0806,0.2482,0.5371,139.0,0.3138,2053.0,False
노루목공원,공원,0.7,37.453057,127.166013,8930e1cd2cfffff,은행1동,중원구,일반,0.0873,0.037,0.582,18.0,0.3136,1887.0,False
nan,공원,0.7,37.453339,127.165161,8930e1cd2cfffff,은행1동,중원구,일반,0.0873,0.037,0.582,98.0,0.3136,1967.0,False
숭신여고,학교,0.6,37.449646,127.170283,8930e1cd247ffff,금광2동,중원구,일반,0.0768,0.2496,0.5121,75.0,0.313,1366.0,True
nan,학교,0.6,37.448233,127.164542,8930e1cd25bffff,금광2동,중원구,일반,0.0761,0.2496,0.5076,145.0,0.3128,1771.0,False
아람고등학교,학교,0.6,37.413804,127.138101,8930e152663ffff,야탑3동,분당구,일반,0.0772,0.2482,0.5144,134.0,0.3128,1342.0,True
분당영덕여자고등학교,학교,0.6,37.405437,127.138593,8930e1522dbffff,야탑3동,분당구,일반,0.0754,0.2482,0.5028,111.0,0.3123,1501.0,False
nan,학교,0.6,37.449352,127.162623,8930e152527ffff,금광2동,중원구,일반,0.0747,0.2496,0.4982,62.0,0.3123,1971.0,False
양지공원,공원,0.7,37.464117,127.163608,8930e1cd293ffff,양지동,수정구,일반,0.0658,0.0625,0.4385,128.0,0.3122,1814.0,False
nan,공원,0.7,37.463054,127.166501,8930e1cd297ffff,양지동,수정구,일반,0.0657,0.0625,0.4381,141.0,0.3122,2092.0,False
은행근린공원,공원,0.7,37.453916,127.169092,8930e1cd21bffff,은행1동,중원구,일반,0.0809,0.037,0.5396,23.0,0.3117,1731.0,False
야탑고등학교,학교,0.6,37.403484,127.152941,8930e152273ffff,야탑3동,분당구,일반,0.0733,0.2482,0.4886,134.0,0.3116,2230.0,False
태원고등학교,학교,0.6,37.403338,127.129641,8930e153517ffff,야탑3동,분당구,일반,0.0729,0.2482,0.486,72.0,0.3115,1044.0,True
중탑초등학교,학교,0.6,37.413651,127.139469,8930e152667ffff,야탑3동,분당구,일반,0.0717,0.2482,0.4783,141.0,0.3112,1457.0,True
산운초등학교,학교,0.6,37.389507,127.078971,8930e026d6bffff,운중동,분당구,일반,0.0712,0.247,0.4748,144.0,0.3108,2949.0,False
자혜공원,공원,0.7,37.451356,127.171115,8930e1cd20bffff,은행1동,중원구,일반,0.0761,0.037,0.5072,103.0,0.3102,1411.0,True
운중고등학교,학교,0.6,37.392502,127.073678,8930e026d47ffff,운중동,분당구,일반,0.0691,0.247,0.4609,109.0,0.3101,3355.0,False
운중중학교,학교,0.6,37.390958,127.073635,8930e026d47ffff,운중동,분당구,일반,0.0691,0.247,0.4609,114.0,0.3101,3381.0,False
정자중학교,학교,0.6,37.365546,127.110514,8930e15367bffff,정자동,분당구,일반,0.1025,0.1949,0.6832,92.0,0.3097,764.0,True
교류센터  정문,학교,0.6,37.457667,127.128405,8930e1c8bcfffff,복정동,수정구,일반,0.0786,0.229,0.5241,123.0,0.3094,1827.0,False
기숙사동 입구,학교,0.6,37.457842,127.12804,8930e1c8bcfffff,복정동,수정구,일반,0.0786,0.229,0.5241,158.0,0.3094,1838.0,False
8호관 정문2,학교,0.6,37.458528,127.129261,8930e1c8bcfffff,복정동,수정구,일반,0.0786,0.229,0.5241,120.0,0.3094,1707.0,False
2호관 학교식당,학교,0.6,37.458615,127.129003,8930e1c8bcfffff,복정동,수정구,일반,0.0786,0.229,0.5241,139.0,0.3094,1718.0,False
2호관 쪽문2,학교,0.6,37.458135,127.129176,8930e1c8bcfffff,복정동,수정구,일반,0.0786,0.229,0.5241,86.0,0.3094,1741.0,False
8호관 정문,학교,0.6,37.458716,127.129235,8930e1c8bcfffff,복정동,수정구,일반,0.0786,0.229,0.5241,140.0,0.3094,1695.0,False
8호관 옆문2,학교,0.6,37.458399,127.129341,8930e1c8bcfffff,복정동,수정구,일반,0.0786,0.229,0.5241,104.0,0.3094,1711.0,False
학생회관 몊문,학교,0.6,37.458238,127.128599,8930e1c8bcfffff,복정동,수정구,일반,0.0786,0.229,0.5241,131.0,0.3094,1772.0,False
nan,공원,0.7,37.458275,127.102958,8930e1c8e63ffff,신촌동,수정구,일반,0.0789,0.028,0.5262,65.0,0.3093,3787.0,False
해오름근린공원,공원,0.7,37.460363,127.103632,8930e1c8e63ffff,신촌동,수정구,일반,0.0789,0.028,0.5262,264.0,0.3093,3666.0,False
nan,학교,0.6,37.448647,127.129039,8930e152497ffff,복정동,수정구,일반,0.0776,0.229,0.517,45.0,0.3091,2576.0,False
운중초등학교,학교,0.6,37.392147,127.068767,8930e026d53ffff,운중동,분당구,일반,0.065,0.247,0.4335,53.0,0.3089,3791.0,False
9호관 부출입문,학교,0.6,37.460082,127.130134,8930e1c8bc7ffff,복정동,수정구,일반,0.0752,0.229,0.5013,32.0,0.3084,1537.0,False
5호관 정문,학교,0.6,37.460361,127.130205,8930e1c8bc7ffff,복정동,수정구,일반,0.0752,0.229,0.5013,16.0,0.3084,1513.0,False
도서관 계단,학교,0.6,37.459516,127.129238,8930e1c8bc7ffff,복정동,수정구,일반,0.0752,0.229,0.5013,117.0,0.3084,1638.0,False
9호관 쪽문,학교,0.6,37.460205,127.130794,8930e1c8bc7ffff,복정동,수정구,일반,0.0752,0.229,0.5013,70.0,0.3084,1483.0,True
3호관 구름다리,학교,0.6,37.460703,127.129924,8930e1c8bc7ffff,복정동,수정구,일반,0.0752,0.229,0.5013,39.0,0.3084,1511.0,False
1호관 옆문,학교,0.6,37.459958,127.128731,8930e1c8bc7ffff,복정동,수정구,일반,0.0752,0.229,0.5013,123.0,0.3084,1645.0,False
도서관 후문,학교,0.6,37.460026,127.129749,8930e1c8bc7ffff,복정동,수정구,일반,0.0752,0.229,0.5013,44.0,0.3084,1568.0,False
6호관 입구,학교,0.6,37.460269,127.129212,8930e1c8bc7ffff,복정동,수정구,일반,0.0752,0.229,0.5013,73.0,0.3084,1590.0,False
6호관 쪽문,학교,0.6,37.460397,127.129408,8930e1c8bc7ffff,복정동,수정구,일반,0.0752,0.229,0.5013,55.0,0.3084,1568.0,False
8호관 옆문,학교,0.6,37.459114,127.129263,8930e1c8bc7ffff,복정동,수정구,일반,0.0752,0.229,0.5013,154.0,0.3084,1665.0,False
6호관 후문,학교,0.6,37.460332,127.129794,8930e1c8bc7ffff,복정동,수정구,일반,0.0752,0.229,0.5013,21.0,0.3084,1544.0,False
10호관 지하출입문,학교,0.6,37.460899,127.129308,8930e1c8bc7ffff,복정동,수정구,일반,0.0752,0.229,0.5013,87.0,0.3084,1543.0,False
"10호관,3호관 출입문",학교,0.6,37.460827,127.129537,8930e1c8bc7ffff,복정동,수정구,일반,0.0752,0.229,0.5013,68.0,0.3084,1531.0,False
지하햄버거집,학교,0.6,37.460569,127.129182,8930e1c8bc7ffff,복정동,수정구,일반,0.0752,0.229,0.5013,78.0,0.3084,1573.0,False
3호관 입구,학교,0.6,37.460693,127.12964,8930e1c8bc7ffff,복정동,수정구,일반,0.0752,0.229,0.5013,51.0,0.3084,1532.0,False
본관정문,학교,0.6,37.460371,127.128607,8930e1c8bc7ffff,복정동,수정구,일반,0.0752,0.229,0.5013,125.0,0.3084,1627.0,False
5호관 후문,학교,0.6,37.460419,127.130809,8930e1c8bc7ffff,복정동,수정구,일반,0.0752,0.229,0.5013,69.0,0.3084,1467.0,True
9호관 정문,학교,0.6,37.460181,127.130449,8930e1c8bc7ffff,복정동,수정구,일반,0.0752,0.229,0.5013,42.0,0.3084,1509.0,False
도서관 엘리베이터,학교,0.6,37.459888,127.129187,8930e1c8bc7ffff,복정동,수정구,일반,0.0752,0.229,0.5013,91.0,0.3084,1617.0,False
도서관 옆문,학교,0.6,37.460015,127.129343,8930e1c8bc7ffff,복정동,수정구,일반,0.0752,0.229,0.5013,72.0,0.3084,1597.0,False
본관쪽문,학교,0.6,37.460144,127.128803,8930e1c8bc7ffff,복정동,수정구,일반,0.0752,0.229,0.5013,111.0,0.3084,1627.0,False
본관후문,학교,0.6,37.460296,127.12846,8930e1c8bc7ffff,복정동,수정구,일반,0.0752,0.229,0.5013,139.0,0.3084,1643.0,False
한솔고등학교,학교,0.6,37.366637,127.115728,8930e153663ffff,정자동,분당구,일반,0.0976,0.1949,0.6509,130.0,0.3083,1080.0,True
nan,공원,0.7,37.457451,127.150246,8930e1cd64bffff,산성동,수정구,일반,0.073,0.0322,0.4866,58.0,0.3083,1363.0,True
복정초등학교,학교,0.6,37.462255,127.129539,8930e1c8b8bffff,복정동,수정구,일반,0.0744,0.229,0.4957,122.0,0.3081,1447.0,True
nan,공원,0.7,37.454368,127.104869,8930e1c8ad3ffff,신촌동,수정구,일반,0.074,0.028,0.4935,135.0,0.3078,3787.0,False
nan,공원,0.7,37.45453,127.106051,8930e1c8ad3ffff,신촌동,수정구,일반,0.074,0.028,0.4935,124.0,0.3078,3685.0,False
백현초등학교,학교,0.6,37.371921,127.111354,8930e15360fffff,정자동,분당구,일반,0.0942,0.1949,0.6278,93.0,0.3072,1473.0,True
도촌초등학교,학교,0.6,37.414412,127.157967,8930e1523dbffff,도촌동,중원구,일반,0.0821,0.2121,0.5471,56.0,0.307,3086.0,False
nan,공원,0.7,37.449715,127.101098,8930e1c9dafffff,신촌동,수정구,일반,0.0698,0.028,0.4656,159.0,0.3066,4319.0,False
서울국제학교,학교,0.6,37.466208,127.129051,8930e1c8b83ffff,복정동,수정구,일반,0.0689,0.229,0.4593,130.0,0.3065,1333.0,True
태평중학교,학교,0.6,37.446516,127.128387,8930e152483ffff,태평1동,수정구,일반,0.0875,0.1997,0.5831,51.0,0.3062,2810.0,False
복정고등학교,학교,0.6,37.461315,127.137311,8930e1c8b07ffff,복정동,수정구,일반,0.0674,0.229,0.4493,81.0,0.306,995.0,True
야탑중학교,학교,0.6,37.416279,127.131567,8930e15260bffff,도촌동,중원구,일반,0.0785,0.2121,0.523,115.0,0.306,923.0,True
nan,학교,0.6,37.416145,127.131508,8930e15260bffff,도촌동,중원구,일반,0.0785,0.2121,0.523,131.0,0.306,910.0,True
성남여수초등학교,학교,0.6,37.419363,127.133197,8930e152603ffff,도촌동,중원구,일반,0.0726,0.2121,0.484,145.0,0.3042,1260.0,True
은행중학교,학교,0.6,37.457375,127.171871,8930e1cd217ffff,은행2동,중원구,일반,0.0847,0.1931,0.5646,61.0,0.304,1859.0,False
nan,학교,0.6,37.46092,127.170226,8930e1cd28fffff,은행2동,중원구,일반,0.0814,0.1931,0.5427,160.0,0.303,2269.0,False
nan,학교,0.6,37.453986,127.162699,8930e1cd2c3ffff,은행2동,중원구,일반,0.0783,0.1931,0.522,114.0,0.3021,2189.0,False
안말초등학교,학교,0.6,37.392876,127.125645,8930e15355bffff,이매1동,분당구,일반,0.1113,0.141,0.7422,125.0,0.3016,1109.0,True
풍생 중.고등학교,학교,0.6,37.435013,127.131112,8930e152457ffff,수진2동,수정구,일반,0.0879,0.1737,0.5859,120.0,0.3011,2733.0,False
성남수정초등학교,학교,0.6,37.436587,127.131966,8930e15240bffff,수진2동,수정구,일반,0.0848,0.1737,0.5654,131.0,0.3002,2922.0,False
nan,학교,0.6,37.361657,127.119984,8930e1532c7ffff,정자3동,분당구,일반,0.0952,0.1556,0.6349,151.0,0.2997,1072.0,True
성수초등학교,학교,0.6,37.434349,127.127235,8930e152453ffff,수진2동,수정구,일반,0.083,0.1737,0.5532,86.0,0.2996,2593.0,False
이매중학교,학교,0.6,37.401554,127.126088,8930e1535c7ffff,이매1동,분당구,일반,0.1041,0.141,0.694,112.0,0.2994,1106.0,True
수진중학교,학교,0.6,37.437282,127.123888,8930e1524cbffff,수진2동,수정구,일반,0.0819,0.1737,0.546,150.0,0.2993,2896.0,False
하탑초등학교,학교,0.6,37.407162,127.126146,8930e153583ffff,야탑2동,분당구,일반,0.1122,0.1277,0.7478,79.0,0.2992,520.0,True
탄천초등학교,학교,0.6,37.361598,127.115654,8930e1532d3ffff,정자3동,분당구,일반,0.0924,0.1556,0.6159,95.0,0.2988,711.0,True
금빛초등학교,학교,0.6,37.447312,127.140042,8930e1524a7ffff,태평4동,수정구,일반,0.085,0.1569,0.567,70.0,0.2969,2392.0,False
성남여자중학교,학교,0.6,37.449945,127.142903,8930e1525d3ffff,태평4동,수정구,일반,0.0832,0.1569,0.5545,141.0,0.2963,2077.0,False
이매초등학교,학교,0.6,37.396706,127.126076,8930e153557ffff,이매1동,분당구,일반,0.0929,0.141,0.6196,107.0,0.2961,1298.0,True
nan,학교,0.6,37.37358,127.131344,8930e15307bffff,분당동,분당구,일반,0.0975,0.1296,0.6502,84.0,0.2952,1687.0,False
왕남초등학교,학교,0.6,37.428411,127.098325,8930e1c98abffff,고등동,수정구,일반,0.0865,0.1394,0.577,32.0,0.2938,2914.0,False
nan,학교,0.6,37.427955,127.147688,8930e15201bffff,하대원동,중원구,일반,0.0791,0.1504,0.5274,152.0,0.2938,2848.0,False
nan,학교,0.6,37.392119,127.130773,8930e15354fffff,이매1동,분당구,일반,0.085,0.141,0.5668,117.0,0.2937,1367.0,True
낙생고등학교,학교,0.6,37.386604,127.101018,8930e026923ffff,판교동,분당구,일반,0.0865,0.1369,0.5766,134.0,0.2933,1361.0,True
판교초등학교,학교,0.6,37.38696,127.091514,8930e026917ffff,판교동,분당구,일반,0.0851,0.1369,0.5676,146.0,0.2929,2007.0,False
태평초등학교,학교,0.6,37.444668,127.131372,8930e15248fffff,태평3동,수정구,일반,0.0816,0.1411,0.544,21.0,0.2927,2881.0,False
nan,학교,0.6,37.444341,127.133147,8930e1524bbffff,태평3동,수정구,일반,0.0807,0.1411,0.5379,157.0,0.2924,2859.0,False
낙원중학교,학교,0.6,37.399058,127.096504,8930e1c9a73ffff,판교동,분당구,일반,0.0814,0.1369,0.5425,154.0,0.2918,1375.0,True
돌마초등학교,학교,0.6,37.408998,127.130102,8930e1535b3ffff,야탑2동,분당구,일반,0.0873,0.1277,0.5823,74.0,0.2917,654.0,True
서당초등학교,학교,0.6,37.374513,127.134728,8930e153063ffff,서현2동,분당구,일반,0.087,0.1274,0.5799,134.0,0.2916,1668.0,False
송림중학교,학교,0.6,37.392157,127.131753,8930e15357bffff,이매1동,분당구,일반,0.0762,0.141,0.5078,99.0,0.291,1440.0,True
돌마고등학교,학교,0.6,37.393259,127.131736,8930e15357bffff,이매1동,분당구,일반,0.0762,0.141,0.5078,52.0,0.291,1512.0,False
하탑중학교,학교,0.6,37.40877,127.137363,8930e1535a7ffff,야탑2동,분당구,일반,0.0837,0.1277,0.5582,129.0,0.2907,1276.0,True
검단초등학교,학교,0.6,37.42939,127.143718,8930e1520d7ffff,하대원동,중원구,일반,0.0687,0.1504,0.4577,93.0,0.2907,2709.0,False
낙생초등학교,학교,0.6,37.394097,127.099048,8930e0269a7ffff,판교동,분당구,일반,0.0763,0.1369,0.5088,144.0,0.2903,1109.0,True
양영초등학교,학교,0.6,37.374472,127.139388,8930e15339bffff,서현2동,분당구,일반,0.0823,0.1274,0.5489,128.0,0.2902,1367.0,True
양영중학교,학교,0.6,37.37644,127.136029,8930e153067ffff,서현2동,분당구,일반,0.0825,0.1274,0.5499,120.0,0.2902,1450.0,True
판교중학교,학교,0.6,37.387061,127.087487,8930e0269c7ffff,판교동,분당구,일반,0.0754,0.1369,0.5025,138.0,0.29,2321.0,False
nan,학교,0.6,37.42762,127.146674,8930e1520c7ffff,하대원동,중원구,일반,0.066,0.1504,0.4401,122.0,0.2899,2756.0,False
nan,학교,0.6,37.445915,127.144391,8930e1525c3ffff,신흥2동,수정구,일반,0.0702,0.1425,0.4682,132.0,0.2896,2524.0,False
대하초등학교,학교,0.6,37.431464,127.151809,8930e152017ffff,하대원동,중원구,일반,0.0649,0.1504,0.433,119.0,0.2896,3121.0,False
nan,학교,0.6,37.438669,127.163968,8930e15218bffff,상대원3동,중원구,일반,0.0864,0.1148,0.5762,87.0,0.2889,1826.0,False
nan,학교,0.6,37.378545,127.097214,8930e026963ffff,판교동,분당구,일반,0.0714,0.1369,0.4761,46.0,0.2888,1994.0,False
희망대초등학교,학교,0.6,37.446794,127.148727,8930e15251bffff,신흥2동,수정구,일반,0.0675,0.1425,0.4497,106.0,0.2887,2463.0,False
성남장안초등학교,학교,0.6,37.37229,127.144063,8930e15338fffff,분당동,분당구,일반,0.076,0.1296,0.5067,84.0,0.2887,1354.0,True
nan,학교,0.6,37.377459,127.097779,8930e02696fffff,판교동,분당구,일반,0.0711,0.1369,0.4739,149.0,0.2887,1993.0,False
장안중학교,학교,0.6,37.371278,127.146646,8930e153317ffff,분당동,분당구,일반,0.0745,0.1296,0.4965,51.0,0.2883,1397.0,True
성남신흥초등학교,학교,0.6,37.450286,127.143735,8930e1525d7ffff,신흥2동,수정구,일반,0.0636,0.1425,0.4238,110.0,0.2876,2037.0,False
양영디지털고등학교,학교,0.6,37.37357,127.140519,8930e153383ffff,서현2동,분당구,일반,0.0734,0.1274,0.4891,137.0,0.2875,1381.0,True
nan,학교,0.6,37.369285,127.138189,8930e1533c3ffff,분당동,분당구,일반,0.0715,0.1296,0.4765,148.0,0.2874,1891.0,False
한솔초등학교,학교,0.6,37.366648,127.118003,8930e15329bffff,정자2동,분당구,일반,0.0865,0.1058,0.5765,144.0,0.2871,1212.0,True
nan,학교,0.6,37.370457,127.126234,8930e15304bffff,수내3동,분당구,일반,0.0996,0.081,0.6643,119.0,0.2861,1732.0,False
금상초등학교,학교,0.6,37.443289,127.166227,8930e152197ffff,금광1동,중원구,일반,0.0756,0.1143,0.5041,147.0,0.2856,1544.0,False
단남초등학교,학교,0.6,37.442625,127.16125,8930e152567ffff,금광1동,중원구,일반,0.0744,0.1143,0.496,118.0,0.2852,1986.0,False
성남제일초등학교,학교,0.6,37.438455,127.149396,8930e15254bffff,중앙동,중원구,일반,0.0785,0.1068,0.5234,62.0,0.2849,3083.0,False
샛별중학교,학교,0.6,37.368297,127.129594,8930e1532a3ffff,수내3동,분당구,일반,0.0885,0.081,0.5897,93.0,0.2827,1854.0,False
샛별중학교,학교,0.6,37.368307,127.129591,8930e1532a3ffff,수내3동,분당구,일반,0.0885,0.081,0.5897,94.0,0.2827,1855.0,False
상원여자중학교,학교,0.6,37.456723,127.158294,8930e1525a7ffff,단대동,수정구,일반,0.0802,0.0914,0.5347,156.0,0.2823,1836.0,False
nan,학교,0.6,37.367553,127.124344,8930e153287ffff,수내3동,분당구,일반,0.0853,0.081,0.5685,86.0,0.2818,1710.0,False
nan,학교,0.6,37.453239,127.157516,8930e1525afffff,단대동,수정구,일반,0.0785,0.0914,0.5231,103.0,0.2818,2092.0,False
nan,학교,0.6,37.43688,127.155443,8930e1520b7ffff,상대원2동,중원구,일반,0.0937,0.0667,0.6248,110.0,0.2815,2604.0,False
문원중학교,학교,0.6,37.460704,127.15734,8930e1cd67bffff,단대동,수정구,일반,0.077,0.0914,0.5131,133.0,0.2814,1480.0,True
nan,학교,0.6,37.447058,127.172197,8930e1cd24fffff,금광1동,중원구,일반,0.0602,0.1143,0.4016,129.0,0.2809,1089.0,True
nan,학교,0.6,37.446584,127.169846,8930e1cd24fffff,금광1동,중원구,일반,0.0602,0.1143,0.4016,89.0,0.2809,1270.0,True
nan,학교,0.6,37.44684,127.171073,8930e1cd24fffff,금광1동,중원구,일반,0.0602,0.1143,0.4016,32.0,0.2809,1175.0,True
이매고등학교,학교,0.6,37.392382,127.12143,8930e15342fffff,이매2동,분당구,일반,0.1078,0.0422,0.7188,103.0,0.2808,892.0,True
성남서중학교,학교,0.6,37.448794,127.154554,8930e152507ffff,단대동,수정구,일반,0.068,0.0914,0.4536,67.0,0.2787,2397.0,False
성남매송초등학교,학교,0.6,37.401637,127.122879,8930e1535d7ffff,이매2동,분당구,일반,0.0999,0.0422,0.6662,129.0,0.2784,1068.0,True
수내고등학교,학교,0.6,37.365907,127.12928,8930e1532abffff,수내3동,분당구,일반,0.0733,0.081,0.4884,140.0,0.2782,1592.0,False
매송중학교,학교,0.6,37.396783,127.122839,8930e1535cbffff,이매2동,분당구,일반,0.0909,0.0422,0.6061,78.0,0.2757,1014.0,True
nan,학교,0.6,37.372879,127.122044,8930e15305bffff,수내2동,분당구,일반,0.0968,0.0328,0.6453,53.0,0.2756,1357.0,True
nan,학교,0.6,37.370339,127.119515,8930e15362fffff,수내2동,분당구,일반,0.0961,0.0328,0.6407,155.0,0.2754,1604.0,False
양지초등학교,학교,0.6,37.459487,127.161396,8930e1cd66fffff,양지동,수정구,일반,0.0728,0.0625,0.4851,28.0,0.2743,1851.0,False
을지대학교 성남캠퍼스,학교,0.6,37.460725,127.165435,8930e1cd29bffff,양지동,수정구,일반,0.068,0.0625,0.4536,123.0,0.2729,2097.0,False
nan,학교,0.6,37.451282,127.164774,8930e1cd2cbffff,은행1동,중원구,일반,0.0781,0.037,0.5207,135.0,0.2708,1880.0,False
성보경영고등학교,학교,0.6,37.461499,127.158998,8930e1cd663ffff,양지동,수정구,일반,0.0606,0.0625,0.4039,58.0,0.2707,1553.0,False
nan,학교,0.6,37.457375,127.151705,8930e1cd64bffff,산성동,수정구,일반,0.073,0.0322,0.4866,89.0,0.2683,1429.0,True
창성중학교,학교,0.6,37.460282,127.15324,8930e1cd647ffff,산성동,수정구,일반,0.0707,0.0322,0.4712,158.0,0.2676,1243.0,True
nan,학교,0.6,37.45001,127.104542,8930e1c8adbffff,신촌동,수정구,일반,0.0717,0.028,0.4782,114.0,0.2671,4039.0,False
성남북초등학교,학교,0.6,37.451697,127.151018,8930e15258fffff,산성동,수정구,일반,0.0647,0.0322,0.4313,75.0,0.2659,1984.0,False
nan,공영주차장,1.0,37.439277,127.106725,8930e1c9993ffff,고등동,수정구,부적합,0.0,0.1394,0.0,135.0,-0.0721,3442.0,False
nan,공영주차장,1.0,37.440768,127.1058,8930e1c9993ffff,고등동,수정구,부적합,0.0,0.1394,0.0,144.0,-0.0721,3627.0,False
